Date,Close,High,Low,Open,Volume
2021-04-16,74.72740173339844,74.83650207519531,74.29769897460938,74.72740173339844,0
2021-04-19,74.56320190429688,75.04540252685547,74.53299713134766,74.54129791259766,0
2021-04-20,74.8781967163086,75.72480010986328,74.50199890136719,74.8781967163086,0
2021-04-21,75.44920349121094,75.69000244140625,75.283203125,75.44920349121094,0
2021-04-22,75.42949676513672,75.61499786376953,74.84100341796875,75.42949676513672,0
2021-04-23,75.0916976928711,75.30500030517578,74.7385025024414,75.0916976928711,0
2021-04-26,74.86810302734375,75.25199890136719,74.66400146484375,74.86820220947266,0
2021-04-27,74.81490325927734,74.83499908447266,74.510498046875,74.79789733886719,0
2021-04-28,74.57499694824219,74.94599914550781,74.28199768066406,74.57499694824219,0
2021-04-29,74.31179809570312,74.59700012207031,73.95829772949219,74.31179809570312,0
2021-04-30,74.10579681396484,74.29499816894531,73.82540130615234,74.10579681396484,0
2021-05-03,74.09480285644531,74.49400329589844,73.74720001220703,74.09490203857422,0
2021-05-04,73.8375015258789,74.47699737548828,73.7385025024414,73.8375015258789,0
2021-05-05,73.77890014648438,74.0145034790039,73.68830108642578,73.77890014648438,0
2021-05-06,73.79940032958984,74.19100189208984,73.57209777832031,73.79949951171875,0
2021-05-07,73.61519622802734,73.8949966430664,73.16619873046875,73.61519622802734,0
2021-05-10,73.29029846191406,73.470703125,73.21700286865234,73.29039764404297,0
2021-05-11,73.5,73.77639770507812,73.25450134277344,73.5000991821289,0
2021-05-12,73.3750991821289,73.74299621582031,73.36799621582031,73.3750991821289,0
2021-05-13,73.68160247802734,73.68289947509766,73.45189666748047,73.68160247802734,0
2021-05-14,73.44490051269531,73.84529876708984,73.18499755859375,73.44490051269531,0
2021-05-17,73.27890014648438,73.72329711914062,73.14119720458984,73.27899932861328,0
2021-05-18,73.26969909667969,73.61949920654297,72.95140075683594,73.26969909667969,0
2021-05-19,73.1281967163086,73.45600128173828,72.92630004882812,73.1261978149414,0
2021-05-20,73.222900390625,73.22329711914062,73.03119659423828,73.2229995727539,0
2021-05-21,73.02189636230469,73.33899688720703,72.75299835205078,73.02189636230469,0
2021-05-24,72.90979766845703,72.97579956054688,72.81800079345703,72.90979766845703,0
2021-05-25,72.83660125732422,73.19499969482422,72.74299621582031,72.83660125732422,0
2021-05-26,72.80490112304688,72.80840301513672,72.62680053710938,72.80490112304688,0
2021-05-27,72.67250061035156,73.15599822998047,72.42729949951172,72.67250061035156,0
2021-05-28,72.68299865722656,72.93730163574219,72.33580017089844,72.68360137939453,0
2021-05-31,72.39350128173828,72.74800109863281,72.34449768066406,72.39360046386719,0
2021-06-01,72.48719787597656,72.94940185546875,72.45800018310547,72.48719787597656,0
2021-06-02,72.8550033569336,73.43499755859375,72.497802734375,72.8550033569336,0
2021-06-03,72.96510314941406,73.15599822998047,72.84339904785156,72.96219635009766,0
2021-06-04,73.04419708251953,73.1135025024414,72.78050231933594,73.04419708251953,0
2021-06-07,72.90969848632812,72.91600036621094,72.74109649658203,72.90979766845703,0
2021-06-08,72.80940246582031,72.97869873046875,72.74400329589844,72.80940246582031,0
2021-06-09,72.97530364990234,73.01349639892578,72.87000274658203,72.97530364990234,0
2021-06-10,72.98529815673828,73.2385025024414,72.93900299072266,72.98529815673828,0
2021-06-11,73.01229858398438,73.31839752197266,72.8949966430664,73.01229858398438,0
2021-06-14,73.23159790039062,73.29399871826172,73.10050201416016,73.23169708251953,0
2021-06-15,73.18080139160156,73.37629699707031,73.15959930419922,73.185302734375,0
2021-06-16,73.3447036743164,73.38700103759766,73.26000213623047,73.34390258789062,0
2021-06-17,73.8240966796875,74.2385025024414,73.26799774169922,73.8240966796875,0
2021-06-18,74.25389862060547,74.52230072021484,73.80699920654297,74.25389862060547,0
2021-06-21,74.1438980102539,74.44080352783203,74.04560089111328,74.14399719238281,0
2021-06-22,74.13520050048828,74.38760375976562,74.02050018310547,74.13520050048828,0
2021-06-23,74.33219909667969,74.5447998046875,73.51080322265625,74.33219909667969,0
2021-06-24,74.24690246582031,74.26280212402344,74.10440063476562,74.24690246582031,0
2021-06-25,74.19029998779297,74.39099884033203,74.1167984008789,74.19029998779297,0
2021-06-28,74.21299743652344,74.32830047607422,74.0625,74.21299743652344,0
2021-06-29,74.285400390625,74.33779907226562,74.18900299072266,74.28559875488281,0
2021-06-30,74.28759765625,74.4729995727539,74.1050033569336,74.28759765625,0
2021-07-01,74.37100219726562,74.62850189208984,74.31099700927734,74.37110137939453,0
2021-07-02,74.54499816894531,74.89900207519531,74.46499633789062,74.55359649658203,0
2021-07-05,74.48179626464844,74.58699798583984,74.2030029296875,74.48190307617188,0
2021-07-06,74.31780242919922,74.77130126953125,74.24250030517578,74.31780242919922,0
2021-07-07,74.76290130615234,74.85330200195312,74.55449676513672,74.76119995117188,0
2021-07-08,74.8218994140625,74.86620330810547,74.63999938964844,74.8218994140625,0
2021-07-09,74.72139739990234,74.91100311279297,74.47339630126953,74.72149658203125,0
2021-07-12,74.4905014038086,74.65799713134766,74.27539825439453,74.4906005859375,0
2021-07-13,74.54170227050781,74.67579650878906,74.39949798583984,74.54170227050781,0
2021-07-14,74.65910339355469,74.86900329589844,74.45600128173828,74.65950012207031,0
2021-07-15,74.46910095214844,74.56279754638672,74.43800354003906,74.4540023803711,0
2021-07-16,74.53700256347656,74.80000305175781,74.49649810791016,74.53790283203125,0
2021-07-19,74.63179779052734,75.02040100097656,74.631103515625,74.63189697265625,0
