Date,Close,High,Low,Open,Volume
2021-04-16,1779.0,1779.5,1770.0999755859375,1770.4000244140625,625
2021-04-19,1769.4000244140625,1788.5,1769.4000244140625,1782.0999755859375,144
2021-04-20,1777.300048828125,1777.300048828125,1765.5,1769.300048828125,1464
2021-04-21,1792.300048828125,1794.0999755859375,1777.699951171875,1783.0,250
2021-04-22,1781.199951171875,1794.199951171875,1779.5,1794.199951171875,159
2021-04-23,1777.0,1794.5,1772.0,1786.0999755859375,332
2021-04-26,1779.199951171875,1779.699951171875,1770.800048828125,1778.0,549
2021-04-27,1778.0,1782.0,1777.699951171875,1780.0,117
2021-04-28,1773.199951171875,1774.0,1764.5999755859375,1768.199951171875,756
2021-04-29,1768.0999755859375,1789.0,1758.5999755859375,1781.0,196
2021-04-30,1767.300048828125,1771.800048828125,1763.9000244140625,1771.800048828125,18
2021-05-03,1791.4000244140625,1793.0,1788.5,1788.5,18
2021-05-04,1775.800048828125,1788.5,1774.800048828125,1788.199951171875,182
2021-05-05,1784.0999755859375,1784.0999755859375,1779.199951171875,1781.5,57
2021-05-06,1815.5,1815.5,1787.5999755859375,1788.9000244140625,13
2021-05-07,1831.0999755859375,1842.9000244140625,1831.0999755859375,1842.9000244140625,2
2021-05-10,1837.5,1845.5999755859375,1835.4000244140625,1835.5999755859375,13
2021-05-11,1835.9000244140625,1838.0999755859375,1831.5999755859375,1837.199951171875,420
2021-05-12,1822.5999755859375,1825.199951171875,1821.699951171875,1825.199951171875,3
2021-05-13,1823.800048828125,1826.800048828125,1814.0999755859375,1814.699951171875,100
2021-05-14,1837.9000244140625,1842.9000244140625,1824.5,1824.5,41
2021-05-17,1867.5,1867.5,1847.199951171875,1849.9000244140625,13
2021-05-18,1867.800048828125,1870.5,1867.800048828125,1870.5,3
2021-05-19,1881.300048828125,1884.9000244140625,1863.5999755859375,1866.4000244140625,348
2021-05-20,1881.800048828125,1885.0,1864.800048828125,1865.5,85
2021-05-21,1876.699951171875,1876.699951171875,1872.0999755859375,1872.0999755859375,5
2021-05-24,1884.5999755859375,1884.5999755859375,1882.0999755859375,1882.0999755859375,39
2021-05-25,1898.0999755859375,1898.0999755859375,1882.5,1882.5,56
2021-05-26,1901.300048828125,1901.300048828125,1901.300048828125,1901.300048828125,170526
2021-05-27,1895.699951171875,1903.9000244140625,1888.199951171875,1896.800048828125,35794
2021-05-28,1902.5,1905.4000244140625,1881.9000244140625,1897.5,2415
2021-06-01,1902.9000244140625,1916.199951171875,1892.800048828125,1905.0999755859375,640
2021-06-02,1907.5,1908.800048828125,1896.0,1899.199951171875,1267
2021-06-03,1871.199951171875,1908.800048828125,1865.0,1908.800048828125,1021
2021-06-04,1889.800048828125,1895.5,1854.0,1869.300048828125,367
2021-06-07,1896.800048828125,1899.699951171875,1883.199951171875,1890.5,87
2021-06-08,1892.199951171875,1902.9000244140625,1890.0,1896.5,930
2021-06-09,1893.199951171875,1897.699951171875,1889.199951171875,1894.9000244140625,148
2021-06-10,1894.199951171875,1899.800048828125,1871.5,1887.699951171875,186
2021-06-11,1877.4000244140625,1902.300048828125,1875.199951171875,1900.9000244140625,349
2021-06-14,1864.0,1866.5999755859375,1846.5,1866.199951171875,41
2021-06-15,1854.5,1867.199951171875,1854.4000244140625,1866.4000244140625,78
2021-06-16,1859.5,1860.0999755859375,1809.199951171875,1859.4000244140625,117
2021-06-17,1773.800048828125,1823.300048828125,1769.5999755859375,1811.800048828125,1135
2021-06-18,1767.9000244140625,1792.4000244140625,1767.9000244140625,1775.699951171875,354
2021-06-21,1781.800048828125,1785.199951171875,1766.800048828125,1768.800048828125,38
2021-06-22,1776.300048828125,1786.9000244140625,1775.9000244140625,1783.4000244140625,101
2021-06-23,1782.300048828125,1793.199951171875,1780.5999755859375,1780.699951171875,136
2021-06-24,1775.5999755859375,1786.4000244140625,1775.5999755859375,1778.9000244140625,78
2021-06-25,1776.5999755859375,1788.0,1775.199951171875,1777.699951171875,35
2021-06-28,1779.5999755859375,1779.5999755859375,1779.5999755859375,1779.5999755859375,888
2021-06-29,1762.800048828125,1777.0999755859375,1752.0999755859375,1776.800048828125,419
2021-06-30,1770.800048828125,1770.800048828125,1759.199951171875,1761.0999755859375,51
2021-07-01,1775.9000244140625,1781.199951171875,1768.800048828125,1775.699951171875,44
2021-07-02,1782.5999755859375,1787.9000244140625,1778.300048828125,1778.699951171875,23
2021-07-06,1793.5,1809.800048828125,1786.699951171875,1786.699951171875,332
2021-07-07,1801.5,1808.4000244140625,1797.199951171875,1798.699951171875,244
2021-07-08,1799.5999755859375,1818.5,1797.0,1797.0,148
2021-07-09,1810.0,1810.0999755859375,1798.800048828125,1803.5999755859375,218
2021-07-12,1805.5,1805.5,1799.5,1802.5999755859375,147
2021-07-13,1809.4000244140625,1812.0,1800.5999755859375,1808.0999755859375,78
2021-07-14,1824.300048828125,1829.0,1813.0999755859375,1813.0999755859375,707
2021-07-15,1828.4000244140625,1833.0,1823.4000244140625,1831.5999755859375,99
2021-07-16,1814.5,1831.4000244140625,1814.5,1830.0999755859375,78
2021-07-19,1808.699951171875,1813.4000244140625,1803.300048828125,1803.300048828125,33
2021-07-20,1810.9000244140625,1824.0,1810.9000244140625,1812.9000244140625,128
2021-07-21,1802.9000244140625,1807.0,1800.0,1807.0,135
2021-07-22,1805.0,1805.0,1793.5999755859375,1793.5999755859375,2
2021-07-23,1801.4000244140625,1801.4000244140625,1800.0,1800.0,1
2021-07-26,1798.699951171875,1802.5,1797.199951171875,1802.5,17
2021-07-27,1799.5,1803.699951171875,1799.5,1803.699951171875,1
2021-07-28,1799.5,1799.5,1799.5,1799.5,209783
2021-07-29,1831.199951171875,1832.5999755859375,1806.0999755859375,1806.5999755859375,30496
2021-07-30,1812.5999755859375,1830.5,1808.9000244140625,1828.0,3100
2021-08-02,1818.0999755859375,1818.699951171875,1804.800048828125,1812.4000244140625,1334
2021-08-03,1810.0999755859375,1813.5,1806.0,1812.300048828125,3341
2021-08-04,1810.5,1831.300048828125,1806.300048828125,1809.300048828125,2860
2021-08-05,1805.0999755859375,1813.699951171875,1796.0,1810.800048828125,588
2021-08-06,1760.0,1800.0999755859375,1758.4000244140625,1799.800048828125,859
2021-08-09,1723.4000244140625,1753.800048828125,1692.5999755859375,1753.5,1621
2021-08-10,1728.800048828125,1735.199951171875,1720.0999755859375,1728.5999755859375,1363
2021-08-11,1750.4000244140625,1752.199951171875,1727.300048828125,1727.300048828125,542
2021-08-12,1749.0,1752.4000244140625,1745.5,1749.699951171875,739
