,Gold,USDINR,NIFTY50,Gold_Volume,USDINR_Volume,NIFTY50_Volume
2018-01-18,1326.0,63.82500076293945,10817.0,211.0,0.0,312000.0
2018-01-19,1331.9000244140625,63.86759948730469,10894.7001953125,50.0,0.0,207600.0
2018-01-22,1330.9000244140625,63.83209991455078,10966.2001953125,162.0,0.0,231600.0
2018-01-23,1335.699951171875,63.88010025024414,11083.7001953125,47.0,0.0,284600.0
2018-01-24,1355.9000244140625,63.7504997253418,11086.0,18.0,0.0,283400.0
2018-01-25,1362.4000244140625,63.57789993286133,11069.650390625,4.0,0.0,330300.0
2018-01-26,1351.5999755859375,63.57310104370117,11069.650390625,280546.0,0.0,330300.0
2018-01-29,1351.5999755859375,63.56999969482422,11130.400390625,280546.0,0.0,241700.0
2018-01-30,1335.4000244140625,63.66939926147461,11049.650390625,52100.0,0.0,228000.0
2018-01-31,1339.0,63.769901275634766,11027.7001953125,4881.0,0.0,245900.0
2018-02-01,1344.300048828125,63.665000915527344,11016.900390625,1680.0,0.0,306200.0
2018-02-02,1333.699951171875,63.974998474121094,10760.599609375,2841.0,0.0,282700.0
2018-02-05,1333.0,64.13249969482422,10666.5498046875,641.0,0.0,240100.0
2018-02-06,1326.0999755859375,64.314697265625,10498.25,529.0,0.0,266500.0
2018-02-07,1311.5999755859375,63.97999954223633,10476.7001953125,491.0,0.0,250400.0
2018-02-08,1316.9000244140625,64.19999694824219,10576.849609375,459.0,0.0,232200.0
2018-02-09,1313.0999755859375,64.44049835205078,10454.9501953125,451.0,0.0,191600.0
2018-02-12,1324.199951171875,64.2113037109375,10539.75,140.0,0.0,217400.0
2018-02-13,1328.0999755859375,64.28350067138672,10539.75,71.0,0.0,217400.0
2018-02-14,1355.5,64.2500991821289,10500.900390625,400.0,0.0,229200.0
2018-02-15,1352.0999755859375,64.02519989013672,10545.5,111.0,0.0,210600.0
2018-02-16,1353.199951171875,63.890899658203125,10452.2998046875,110.0,0.0,184300.0
2018-02-19,1353.199951171875,64.37999725341797,10378.400390625,110.0,0.0,187300.0
2018-02-20,1328.800048828125,64.50499725341797,10360.400390625,283.0,0.0,187700.0
2018-02-21,1330.0,64.86499786376953,10397.4501953125,119.0,0.0,234100.0
